0 19 -50 (0, 0, 0, 0)
0 20 -50 (0, 0, 0, 0)
0 21 -50 (0, 0, 0, 0)
0 22 -50 (0, 0, 0, 0)
0 23 -50 (0, 0, 0, 0)
0 24 -50 (0, 0, 0, 0)
0 25 -50 (0, 0, 0, 0)
0 26 -50 (0, 0, 0, 0)
0 27 -50 (0, 0, 0, 0)
0 28 -50 (0, 0, 0, 0)
0 29 -50 (0, 0, 0, 0)
0 30 -50 (0, 0, 0, 0)
0 31 -50 (0, 0, 0, 0)
0 32 -50 (0, 0, 0, 0)
0 33 -50 (0, 0, 0, 0)
0 34 -50 (0, 0, 0, 0)
0 35 -50 (0, 0, 0, 0)
0 36 -50 (0, 0, 0, 0)
0 37 -50 (0, 0, 0, 0)
0 38 -50 (0, 0, 0, 0)
0 39 -50 (0, 0, 0, 0)
0 40 -50 (0, 0, 0, 0)
0 41 -50 (0, 0, 0, 0)
0 42 -50 (0, 0, 0, 0)
0 43 -50 (0, 0, 0, 0)
0 44 -50 (0, 0, 0, 0)
0 45 -50 (0, 0, 0, 0)
0 46 -50 (0, 0, 0, 0)
0 47 -50 (0, 0, 0, 0)
0 48 -50 (0, 0, 0, 0)
0 49 -50 (0, 0, 0, 0)
0 50 -50 (0, 0, 0, 0)
0 51 -50 (0, 0, 0, 0)
0 52 -50 (0, 0, 0, 0)
0 53 -50 (0, 0, 0, 0)
0 54 -50 (0, 0, 0, 0)
0 55 -50 (0, 0, 0, 0)
0 56 -50 (0, 0, 0, 0)
0 57 -50 (0, 0, 0, 0)
0 58 -50 (0, 0, 0, 0)
0 59 -50 (0, 0, 0, 0)
0 60 -50 (0, 0, 0, 0)
0 61 -50 (0, 0, 0, 0)
0 62 -50 (0, 0, 0, 0)
0 63 -50 (0, 0, 0, 0)
0 64 -50 (0, 0, 0, 0)
0 65 -50 (0, 0, 0, 0)
0 66 -50 (0, 0, 0, 0)
0 67 -50 (0, 0, 0, 0)
0 68 -50 (0, 0, 0, 0)
0 69 -50 (0, 0, 0, 0)
0 70 -50 (0, 0, 0, 0)
0 71 -50 (0, 0, 0, 0)
0 72 -50 (0, 0, 0, 0)
0 73 -50 (0, 0, 0, 0)
0 74 -50 (0, 0, 0, 0)
0 75 -50 (0, 0, 0, 0)
0 76 -50 (0, 0, 0, 0)
0 77 -50 (0, 0, 0, 0)
0 78 -50 (0, 0, 0, 0)
0 79 -50 (0, 0, 0, 0)
0 80 -50 (0, 0, 0, 0)
0 81 -50 (0, 0, 0, 0)
0 82 -50 (0, 0, 0, 0)
0 83 -50 (0, 0, 0, 0)
0 84 -50 (0, 0, 0, 0)
0 85 -50 (0, 0, 0, 0)
0 86 -50 (0, 0, 0, 0)
0 87 -50 (0, 0, 0, 0)
0 88 -50 (0, 0, 0, 0)
0 89 -50 (0, 0, 0, 0)
0 90 -50 (0, 0, 0, 0)
0 91 -50 (0, 0, 0, 0)
0 92 -50 (0, 0, 0, 0)
0 93 -50 (0, 0, 0, 0)
0 94 -50 (0, 0, 0, 0)
0 95 -50 (0, 0, 0, 0)
0 96 -50 (0, 0, 0, 0)
0 97 -50 (0, 0, 0, 0)
0 98 -50 (0, 0, 0, 0)
0 99 -50 (0, 0, 0, 0)
0 100 -50 (0, 0, 0, 0)
0 101 -50 (0, 0, 0, 0)
0 102 -50 (0, 0, 0, 0)
0 103 -50 (0, 0, 0, 0)
0 104 -50 (0, 0, 0, 0)
0 105 -50 (0, 0, 0, 0)
0 106 -50 (0, 0, 0, 0)
0 107 -50 (0, 0, 0, 0)
0 108 -50 (0, 0, 0, 0)
0 109 -50 (0, 0, 0, 0)
0 110 -50 (0, 0, 0, 0)
0 111 -50 (0, 0, 0, 0)
0 112 -50 (0, 0, 0, 0)
0 113 -50 (0, 0, 0, 0)
0 114 -50 (0, 0, 0, 0)
0 115 -50 (0, 0, 0, 0)
0 116 -50 (0, 0, 0, 0)
0 117 -50 (0, 0, 0, 0)
0 118 -50 (0, 0, 0, 0)
0 119 -50 (0, 0, 0, 0)
0 120 -50 (0, 0, 0, 0)
0 121 -50 (0, 0, 0, 0)
0 122 -50 (0, 0, 0, 0)
0 123 -50 (0, 0, 0, 0)
0 124 -50 (0, 0, 0, 0)
0 125 -50 (0, 0, 0, 0)
0 126 -50 (0, 0, 0, 0)
0 127 -50 (0, 0, 0, 0)
0 128 -50 (0, 0, 0, 0)
0 129 -50 (0, 0, 0, 0)
0 130 -50 (0, 0, 0, 0)
0 131 -50 (0, 0, 0, 0)
0 131 -40 (0, 0, 0, 0)
1 15 -50 (0, 0, 0, 0)
1 16 -50 (0, 0, 0, 0)
1 17 -50 (0, 0, 0, 0)
1 18 -50 (0, 0, 0, 0)
1 19 -50 (0, 0, 0, 0)
1 20 -50 (0, 0, 0, 0)
1 21 -50 (0, 0, 0, 0)
1 22 -50 (0, 0, 0, 0)
1 23 -50 (0, 0, 0, 0)
1 24 -50 (0, 0, 0, 0)
1 25 -50 (0, 0, 0, 0)
1 26 -50 (0, 0, 0, 0)
1 27 -50 (0, 0, 0, 0)
1 28 -50 (0, 0, 0, 0)
1 29 -50 (0, 0, 0, 0)
1 30 -50 (0, 0, 0, 0)
1 31 -50 (0, 0, 0, 0)
1 32 -50 (0, 0, 0, 0)
1 33 -50 (0, 0, 0, 0)
1 34 -50 (0, 0, 0, 0)
1 35 -50 (0, 0, 0, 0)
1 36 -50 (0, 0, 0, 0)
1 37 -50 (0, 0, 0, 0)
1 38 -50 (0, 0, 0, 0)
1 39 -50 (0, 0, 0, 0)
1 40 -50 (0, 0, 0, 0)
1 41 -50 (0, 0, 0, 0)
1 42 -50 (0, 0, 0, 0)
1 43 -50 (0, 0, 0, 0)
1 44 -50 (0, 0, 0, 0)
1 45 -50 (0, 0, 0, 0)
1 46 -50 (0, 0, 0, 0)
1 47 -50 (0, 0, 0, 0)
1 48 -50 (0, 0, 0, 0)
1 49 -50 (0, 0, 0, 0)
1 50 -50 (0, 0, 0, 0)
1 51 -50 (0, 0, 0, 0)
1 52 -50 (0, 0, 0, 0)
1 53 -50 (0, 0, 0, 0)
1 54 -50 (0, 0, 0, 0)
1 55 -50 (0, 0, 0, 0)
1 56 -50 (0, 0, 0, 0)
1 57 -50 (0, 0, 0, 0)
1 58 -50 (0, 0, 0, 0)
1 59 -50 (0, 0, 0, 0)
1 60 -50 (0, 0, 0, 0)
1 61 -50 (0, 0, 0, 0)
1 62 -50 (0, 0, 0, 0)
1 63 -50 (0, 0, 0, 0)
1 64 -50 (0, 0, 0, 0)
1 65 -50 (0, 0, 0, 0)
1 66 -50 (0, 0, 0, 0)
1 67 -50 (0, 0, 0, 0)
1 68 -50 (0, 0, 0, 0)
1 69 -50 (0, 0, 0, 0)
1 70 -50 (0, 0, 0, 0)
1 71 -50 (0, 0, 0, 0)
1 72 -50 (0, 0, 0, 0)
1 73 -50 (0, 0, 0, 0)
1 74 -50 (0, 0, 0, 0)
1 75 -50 (0, 0, 0, 0)
1 76 -50 (0, 0, 0, 0)
1 77 -50 (0, 0, 0, 0)
1 78 -50 (0, 0, 0, 0)
1 79 -50 (0, 0, 0, 0)
1 80 -50 (0, 0, 0, 0)
1 81 -50 (0, 0, 0, 0)
1 82 -50 (0, 0, 0, 0)
1 83 -50 (0, 0, 0, 0)
1 84 -50 (0, 0, 0, 0)
1 85 -50 (0, 0, 0, 0)
1 86 -50 (0, 0, 0, 0)
1 87 -50 (0, 0, 0, 0)
1 88 -50 (0, 0, 0, 0)
1 89 -50 (0, 0, 0, 0)
1 90 -50 (0, 0, 0, 0)
1 91 -50 (0, 0, 0, 0)
1 92 -50 (0, 0, 0, 0)
1 93 -50 (0, 0, 0, 0)
1 94 -50 (0, 0, 0, 0)
1 95 -50 (0, 0, 0, 0)
1 96 -50 (0, 0, 0, 0)
1 97 -50 (0, 0, 0, 0)
1 98 -50 (0, 0, 0, 0)
1 99 -50 (0, 0, 0, 0)
1 100 -50 (0, 0, 0, 0)
1 101 -50 (0, 0, 0, 0)
1 102 -50 (0, 0, 0, 0)
1 103 -50 (0, 0, 0, 0)
1 104 -50 (0, 0, 0, 0)
1 105 -50 (0, 0, 0, 0)
1 106 -50 (0, 0, 0, 0)
1 107 -50 (0, 0, 0, 0)
1 108 -50 (0, 0, 0, 0)
1 109 -50 (0, 0, 0, 0)
1 110 -50 (0, 0, 0, 0)
1 111 -50 (0, 0, 0, 0)
1 112 -50 (0, 0, 0, 0)
1 113 -50 (0, 0, 0, 0)
1 114 -50 (0, 0, 0, 0)
1 115 -50 (0, 0, 0, 0)
1 116 -50 (0, 0, 0, 0)
1 117 -50 (0, 0, 0, 0)
1 118 -50 (0, 0, 0, 0)
1 119 -50 (0, 0, 0, 0)
1 120 -50 (0, 0, 0, 0)
1 121 -50 (0, 0, 0, 0)
1 122 -50 (0, 0, 0, 0)
1 123 -50 (0, 0, 0, 0)
1 124 -50 (0, 0, 0, 0)
1 125 -50 (0, 0, 0, 0)
1 126 -50 (0, 0, 0, 0)
1 127 -50 (0, 0, 0, 0)
1 128 -50 (0, 0, 0, 0)
1 129 -50 (0, 0, 0, 0)
1 130 -50 (0, 0, 0, 0)
1 131 -50 (0, 0, 0, 0)
1 132 -50 (0, 0, 0, 0)
1 133 -50 (0, 0, 0, 0)
1 134 -50 (0, 0, 0, 0)
1 135 -50 (0, 0, 0, 0)
1 135 -40 (0, 0, 0, 0)
2 13 -50 (0, 0, 0, 0)
2 14 -50 (0, 0, 0, 0)
